,down,yard,position,percent_run,aggression,epa
524,3.0,2.0,50.0,0.25,2.0,1.72
525,3.0,2.0,50.0,0.5,0.0,2.4
526,3.0,2.0,50.0,0.5,1.0,2.76
527,3.0,2.0,50.0,0.5,2.0,2.61
528,3.0,2.0,50.0,0.75,0.0,2.68
529,3.0,2.0,50.0,0.75,1.0,2.35
530,3.0,2.0,50.0,0.75,2.0,2.56
531,3.0,2.0,60.0,0.25,0.0,3.57
532,3.0,2.0,60.0,0.25,1.0,3.38
533,3.0,2.0,60.0,0.25,2.0,2.24
534,3.0,2.0,60.0,0.5,0.0,2.58
535,3.0,2.0,60.0,0.5,1.0,2.95
536,3.0,2.0,60.0,0.5,2.0,1.96
537,3.0,2.0,60.0,0.75,0.0,3.27
538,3.0,2.0,60.0,0.75,1.0,1.94
539,3.0,2.0,60.0,0.75,2.0,2.43
540,3.0,2.0,70.0,0.25,0.0,4.25
541,3.0,2.0,70.0,0.25,1.0,3.36
542,3.0,2.0,70.0,0.25,2.0,4.34
543,3.0,2.0,70.0,0.5,0.0,3.44
544,3.0,2.0,70.0,0.5,1.0,4.66
545,3.0,2.0,70.0,0.5,2.0,3.08
546,3.0,2.0,70.0,0.75,0.0,2.39
547,3.0,2.0,70.0,0.75,1.0,4.56
548,3.0,2.0,70.0,0.75,2.0,3.87
549,3.0,2.0,80.0,0.25,0.0,4.27
550,3.0,2.0,80.0,0.25,1.0,4.68
551,3.0,2.0,80.0,0.25,2.0,4.57
552,3.0,2.0,80.0,0.5,0.0,4.38
553,3.0,2.0,80.0,0.5,1.0,5.15
554,3.0,2.0,80.0,0.5,2.0,4.38
555,3.0,2.0,80.0,0.75,0.0,4.79
556,3.0,2.0,80.0,0.75,1.0,4.41
557,3.0,2.0,80.0,0.75,2.0,4.52
558,3.0,2.0,90.0,0.25,0.0,5.21
559,3.0,2.0,90.0,0.25,1.0,5.92
560,3.0,2.0,90.0,0.25,2.0,5.32
561,3.0,2.0,90.0,0.5,0.0,5.24
562,3.0,2.0,90.0,0.5,1.0,5.66
563,3.0,2.0,90.0,0.5,2.0,4.9
564,3.0,2.0,90.0,0.75,0.0,5.41
565,3.0,2.0,90.0,0.75,1.0,4.81
566,3.0,2.0,90.0,0.75,2.0,5.69
567,3.0,5.0,10.0,0.25,0.0,-1.51
568,3.0,5.0,10.0,0.25,1.0,-1.01
569,3.0,5.0,10.0,0.25,2.0,-0.88
570,3.0,5.0,10.0,0.5,0.0,-0.41
571,3.0,5.0,10.0,0.5,1.0,-1.76
572,3.0,5.0,10.0,0.5,2.0,-1.45
573,3.0,5.0,10.0,0.75,0.0,-1.34
574,3.0,5.0,10.0,0.75,1.0,-1.77
575,3.0,5.0,10.0,0.75,2.0,0.06
576,3.0,5.0,20.0,0.25,0.0,-0.98
577,3.0,5.0,20.0,0.25,1.0,-0.36
578,3.0,5.0,20.0,0.25,2.0,-0.27
579,3.0,5.0,20.0,0.5,0.0,0.22
580,3.0,5.0,20.0,0.5,1.0,-0.79
581,3.0,5.0,20.0,0.5,2.0,-1.63
582,3.0,5.0,20.0,0.75,0.0,-0.84
583,3.0,5.0,20.0,0.75,1.0,-0.91
584,3.0,5.0,20.0,0.75,2.0,0.32
585,3.0,5.0,30.0,0.25,0.0,1.8
586,3.0,5.0,30.0,0.25,1.0,-0.54
587,3.0,5.0,30.0,0.25,2.0,-0.24
588,3.0,5.0,30.0,0.5,0.0,0.69
589,3.0,5.0,30.0,0.5,1.0,0.36
590,3.0,5.0,30.0,0.5,2.0,0.23
591,3.0,5.0,30.0,0.75,0.0,0.19
592,3.0,5.0,30.0,0.75,1.0,0.77
593,3.0,5.0,30.0,0.75,2.0,0.33
594,3.0,5.0,40.0,0.25,0.0,0.82
595,3.0,5.0,40.0,0.25,1.0,0.23
596,3.0,5.0,40.0,0.25,2.0,0.23
597,3.0,5.0,40.0,0.5,0.0,1.42
598,3.0,5.0,40.0,0.5,1.0,1.17
599,3.0,5.0,40.0,0.5,2.0,0.47
600,3.0,5.0,40.0,0.75,0.0,1.91
601,3.0,5.0,40.0,0.75,1.0,0.7
602,3.0,5.0,40.0,0.75,2.0,2.38
603,3.0,5.0,50.0,0.25,0.0,1.06
604,3.0,5.0,50.0,0.25,1.0,1.21
605,3.0,5.0,50.0,0.25,2.0,1.21
606,3.0,5.0,50.0,0.5,0.0,1.41
607,3.0,5.0,50.0,0.5,1.0,2.07
608,3.0,5.0,50.0,0.5,2.0,0.84
609,3.0,5.0,50.0,0.75,0.0,2.69
610,3.0,5.0,50.0,0.75,1.0,1.78
611,3.0,5.0,50.0,0.75,2.0,1.82
612,3.0,5.0,60.0,0.25,0.0,2.79
613,3.0,5.0,60.0,0.25,1.0,2.0
614,3.0,5.0,60.0,0.25,2.0,2.0
615,3.0,5.0,60.0,0.5,0.0,2.44
616,3.0,5.0,60.0,0.5,1.0,2.68
617,3.0,5.0,60.0,0.5,2.0,2.66
618,3.0,5.0,60.0,0.75,0.0,2.37
619,3.0,5.0,60.0,0.75,1.0,2.2
620,3.0,5.0,60.0,0.75,2.0,2.61
621,3.0,5.0,70.0,0.25,0.0,3.31
622,3.0,5.0,70.0,0.25,1.0,3.65
623,3.0,5.0,70.0,0.25,2.0,3.07
624,3.0,5.0,70.0,0.5,0.0,3.28
625,3.0,5.0,70.0,0.5,1.0,2.98
626,3.0,5.0,70.0,0.5,2.0,2.0
627,3.0,5.0,70.0,0.75,0.0,2.96
628,3.0,5.0,70.0,0.75,1.0,2.33
629,3.0,5.0,70.0,0.75,2.0,2.93
630,3.0,5.0,80.0,0.25,0.0,4.52
631,3.0,5.0,80.0,0.25,1.0,4.84
632,3.0,5.0,80.0,0.25,2.0,3.35
633,3.0,5.0,80.0,0.5,0.0,4.63
634,3.0,5.0,80.0,0.5,1.0,4.32
635,3.0,5.0,80.0,0.5,2.0,3.31
636,3.0,5.0,80.0,0.75,0.0,4.04
637,3.0,5.0,80.0,0.75,1.0,4.3
638,3.0,5.0,80.0,0.75,2.0,3.4
639,3.0,5.0,90.0,0.25,0.0,4.98
640,3.0,5.0,90.0,0.25,1.0,5.28
641,3.0,5.0,90.0,0.25,2.0,4.39
642,3.0,5.0,90.0,0.5,0.0,5.08
643,3.0,5.0,90.0,0.5,1.0,5.18
644,3.0,5.0,90.0,0.5,2.0,4.57
645,3.0,5.0,90.0,0.75,0.0,4.67
646,3.0,5.0,90.0,0.75,1.0,4.8
647,3.0,5.0,90.0,0.75,2.0,3.35
648,3.0,10.0,10.0,0.25,0.0,-1.22
649,3.0,10.0,10.0,0.25,1.0,-0.7
650,3.0,10.0,10.0,0.25,2.0,-1.06
651,3.0,10.0,10.0,0.5,0.0,-2.07
652,3.0,10.0,10.0,0.5,1.0,-2.61
653,3.0,10.0,10.0,0.5,2.0,-3.3
654,3.0,10.0,10.0,0.75,0.0,-0.91
655,3.0,10.0,10.0,0.75,1.0,-2.44
656,3.0,10.0,10.0,0.75,2.0,-1.3
657,3.0,10.0,20.0,0.25,0.0,-1.09
658,3.0,10.0,20.0,0.25,1.0,-0.95
659,3.0,10.0,20.0,0.25,2.0,-1.4
660,3.0,10.0,20.0,0.5,0.0,-0.94
661,3.0,10.0,20.0,0.5,1.0,-1.17
662,3.0,10.0,20.0,0.5,2.0,-0.69
663,3.0,10.0,20.0,0.75,0.0,-1.16
664,3.0,10.0,20.0,0.75,1.0,-0.82
665,3.0,10.0,20.0,0.75,2.0,-0.42
666,3.0,10.0,30.0,0.25,0.0,-1.11
667,3.0,10.0,30.0,0.25,1.0,0.57
668,3.0,10.0,30.0,0.25,2.0,-1.96
669,3.0,10.0,30.0,0.5,0.0,-0.43
670,3.0,10.0,30.0,0.5,1.0,-0.24
671,3.0,10.0,30.0,0.5,2.0,-1.22
672,3.0,10.0,30.0,0.75,0.0,-0.67
673,3.0,10.0,30.0,0.75,1.0,-1.16
674,3.0,10.0,30.0,0.75,2.0,-0.33
675,3.0,10.0,40.0,0.25,0.0,0.24
676,3.0,10.0,40.0,0.25,1.0,0.82
677,3.0,10.0,40.0,0.25,2.0,-0.94
678,3.0,10.0,40.0,0.5,0.0,0.81
679,3.0,10.0,40.0,0.5,1.0,0.47
680,3.0,10.0,40.0,0.5,2.0,-1.12
681,3.0,10.0,40.0,0.75,0.0,0.63
682,3.0,10.0,40.0,0.75,1.0,-0.2
683,3.0,10.0,40.0,0.75,2.0,-0.04
684,3.0,10.0,50.0,0.25,0.0,1.47
685,3.0,10.0,50.0,0.25,1.0,0.41
686,3.0,10.0,50.0,0.25,2.0,0.98
687,3.0,10.0,50.0,0.5,0.0,0.76
688,3.0,10.0,50.0,0.5,1.0,0.81
689,3.0,10.0,50.0,0.5,2.0,1.31
690,3.0,10.0,50.0,0.75,0.0,2.14
691,3.0,10.0,50.0,0.75,1.0,0.97
692,3.0,10.0,50.0,0.75,2.0,0.33
693,3.0,10.0,60.0,0.25,0.0,1.26
694,3.0,10.0,60.0,0.25,1.0,-0.31
695,3.0,10.0,60.0,0.25,2.0,1.12
696,3.0,10.0,60.0,0.5,0.0,0.32
697,3.0,10.0,60.0,0.5,1.0,1.23
698,3.0,10.0,60.0,0.5,2.0,2.47
699,3.0,10.0,60.0,0.75,0.0,1.26
700,3.0,10.0,60.0,0.75,1.0,0.69
701,3.0,10.0,60.0,0.75,2.0,2.14
702,3.0,10.0,70.0,0.25,0.0,3.05
703,3.0,10.0,70.0,0.25,1.0,2.54
704,3.0,10.0,70.0,0.25,2.0,2.85
705,3.0,10.0,70.0,0.5,0.0,2.88
706,3.0,10.0,70.0,0.5,1.0,3.01
707,3.0,10.0,70.0,0.5,2.0,2.94
708,3.0,10.0,70.0,0.75,0.0,2.45
709,3.0,10.0,70.0,0.75,1.0,2.62
710,3.0,10.0,70.0,0.75,2.0,1.72
711,3.0,10.0,80.0,0.25,0.0,3.28
712,3.0,10.0,80.0,0.25,1.0,3.68
713,3.0,10.0,80.0,0.25,2.0,3.5
714,3.0,10.0,80.0,0.5,0.0,3.87
715,3.0,10.0,80.0,0.5,1.0,3.63
716,3.0,10.0,80.0,0.5,2.0,2.56
717,3.0,10.0,80.0,0.75,0.0,3.8
718,3.0,10.0,80.0,0.75,1.0,3.36
719,3.0,10.0,80.0,0.75,2.0,2.84
720,3.0,10.0,90.0,0.25,0.0,3.91
721,3.0,10.0,90.0,0.25,1.0,4.27
722,3.0,10.0,90.0,0.25,2.0,2.74
723,3.0,10.0,90.0,0.5,0.0,4.52
724,3.0,10.0,90.0,0.5,1.0,4.32
725,3.0,10.0,90.0,0.5,2.0,2.6
726,3.0,10.0,90.0,0.75,0.0,3.63
727,3.0,10.0,90.0,0.75,1.0,3.57
728,3.0,10.0,90.0,0.75,2.0,3.57
729,4.0,2.0,10.0,0.25,0.0,-3.73
730,4.0,2.0,10.0,0.25,1.0,-3.38
731,4.0,2.0,10.0,0.25,2.0,-2.75
732,4.0,2.0,10.0,0.5,0.0,-1.66
733,4.0,2.0,10.0,0.5,1.0,-3.63
734,4.0,2.0,10.0,0.5,2.0,-2.42
735,4.0,2.0,10.0,0.75,0.0,-2.5
736,4.0,2.0,10.0,0.75,1.0,-1.93
737,4.0,2.0,10.0,0.75,2.0,-3.27
738,4.0,2.0,20.0,0.25,0.0,-1.88
739,4.0,2.0,20.0,0.25,1.0,-3.06
740,4.0,2.0,20.0,0.25,2.0,-2.99
741,4.0,2.0,20.0,0.5,0.0,-1.51
742,4.0,2.0,20.0,0.5,1.0,-2.59
743,4.0,2.0,20.0,0.5,2.0,-1.64
744,4.0,2.0,20.0,0.75,0.0,-1.8
745,4.0,2.0,20.0,0.75,1.0,-2.95
746,4.0,2.0,20.0,0.75,2.0,-2.57
747,4.0,2.0,30.0,0.25,0.0,-1.66
748,4.0,2.0,30.0,0.25,1.0,-1.73
749,4.0,2.0,30.0,0.25,2.0,-1.54
750,4.0,2.0,30.0,0.5,0.0,-0.87
751,4.0,2.0,30.0,0.5,1.0,-1.17
752,4.0,2.0,30.0,0.5,2.0,-1.59
753,4.0,2.0,30.0,0.75,0.0,-1.57
754,4.0,2.0,30.0,0.75,1.0,0.3
755,4.0,2.0,30.0,0.75,2.0,-0.75
756,4.0,2.0,40.0,0.25,0.0,-0.75
757,4.0,2.0,40.0,0.25,1.0,-1.09
758,4.0,2.0,40.0,0.25,2.0,-0.74
759,4.0,2.0,40.0,0.5,0.0,-0.71
760,4.0,2.0,40.0,0.5,1.0,-1.21
761,4.0,2.0,40.0,0.5,2.0,0.55
762,4.0,2.0,40.0,0.75,0.0,-0.97
763,4.0,2.0,40.0,0.75,1.0,-0.51
764,4.0,2.0,40.0,0.75,2.0,-0.37
765,4.0,2.0,50.0,0.25,0.0,0.42
766,4.0,2.0,50.0,0.25,1.0,-0.55
767,4.0,2.0,50.0,0.25,2.0,2.24
768,4.0,2.0,50.0,0.5,0.0,0.21
769,4.0,2.0,50.0,0.5,1.0,0.76
770,4.0,2.0,50.0,0.5,2.0,0.0
771,4.0,2.0,50.0,0.75,0.0,0.94
772,4.0,2.0,50.0,0.75,1.0,2.18
773,4.0,2.0,50.0,0.75,2.0,1.3
774,4.0,2.0,60.0,0.25,0.0,1.42
775,4.0,2.0,60.0,0.25,1.0,2.51
776,4.0,2.0,60.0,0.25,2.0,1.12
777,4.0,2.0,60.0,0.5,0.0,1.02
778,4.0,2.0,60.0,0.5,1.0,1.76
779,4.0,2.0,60.0,0.5,2.0,1.86
780,4.0,2.0,60.0,0.75,0.0,1.59
781,4.0,2.0,60.0,0.75,1.0,1.27
782,4.0,2.0,60.0,0.75,2.0,0.56
783,4.0,2.0,70.0,0.25,0.0,2.61
784,4.0,2.0,70.0,0.25,1.0,1.97
785,4.0,2.0,70.0,0.25,2.0,2.43
786,4.0,2.0,70.0,0.5,0.0,1.06
787,4.0,2.0,70.0,0.5,1.0,1.46
788,4.0,2.0,70.0,0.5,2.0,2.75
789,4.0,2.0,70.0,0.75,0.0,2.66
790,4.0,2.0,70.0,0.75,1.0,2.41
791,4.0,2.0,70.0,0.75,2.0,2.34
792,4.0,2.0,80.0,0.25,0.0,2.38
793,4.0,2.0,80.0,0.25,1.0,3.03
794,4.0,2.0,80.0,0.25,2.0,2.94
795,4.0,2.0,80.0,0.5,0.0,2.94
796,4.0,2.0,80.0,0.5,1.0,3.45
797,4.0,2.0,80.0,0.5,2.0,1.82
798,4.0,2.0,80.0,0.75,0.0,2.0
799,4.0,2.0,80.0,0.75,1.0,2.78
800,4.0,2.0,80.0,0.75,2.0,3.36
801,4.0,2.0,90.0,0.25,0.0,3.37
802,4.0,2.0,90.0,0.25,1.0,3.95
803,4.0,2.0,90.0,0.25,2.0,3.26
804,4.0,2.0,90.0,0.5,0.0,2.62
805,4.0,2.0,90.0,0.5,1.0,3.21
806,4.0,2.0,90.0,0.5,2.0,3.44
807,4.0,2.0,90.0,0.75,0.0,3.81
808,4.0,2.0,90.0,0.75,1.0,4.02
809,4.0,2.0,90.0,0.75,2.0,3.03
810,4.0,5.0,10.0,0.25,0.0,-3.29
811,4.0,5.0,10.0,0.25,1.0,-2.81
812,4.0,5.0,10.0,0.25,2.0,-3.5
813,4.0,5.0,10.0,0.5,0.0,-2.52
814,4.0,5.0,10.0,0.5,1.0,-2.33
815,4.0,5.0,10.0,0.5,2.0,-2.8
816,4.0,5.0,10.0,0.75,0.0,-3.4
817,4.0,5.0,10.0,0.75,1.0,-3.22
818,4.0,5.0,10.0,0.75,2.0,-2.14
819,4.0,5.0,20.0,0.25,0.0,-2.6
820,4.0,5.0,20.0,0.25,1.0,-2.87
821,4.0,5.0,20.0,0.25,2.0,-2.61
822,4.0,5.0,20.0,0.5,0.0,-2.28
823,4.0,5.0,20.0,0.5,1.0,-2.7
824,4.0,5.0,20.0,0.5,2.0,-2.38
825,4.0,5.0,20.0,0.75,0.0,-1.63
826,4.0,5.0,20.0,0.75,1.0,-1.4
827,4.0,5.0,20.0,0.75,2.0,-1.12
828,4.0,5.0,30.0,0.25,0.0,-1.53
829,4.0,5.0,30.0,0.25,1.0,-2.18
830,4.0,5.0,30.0,0.25,2.0,-1.82
831,4.0,5.0,30.0,0.5,0.0,-2.46
832,4.0,5.0,30.0,0.5,1.0,-2.46
833,4.0,5.0,30.0,0.5,2.0,-1.77
834,4.0,5.0,30.0,0.75,0.0,-1.11
835,4.0,5.0,30.0,0.75,1.0,-1.51
836,4.0,5.0,30.0,0.75,2.0,-1.58
837,4.0,5.0,40.0,0.25,0.0,0.19
838,4.0,5.0,40.0,0.25,1.0,-1.63
839,4.0,5.0,40.0,0.25,2.0,-0.61
840,4.0,5.0,40.0,0.5,0.0,-0.36
841,4.0,5.0,40.0,0.5,1.0,-1.15
842,4.0,5.0,40.0,0.5,2.0,-1.74
843,4.0,5.0,40.0,0.75,0.0,-1.14
844,4.0,5.0,40.0,0.75,1.0,-1.61
845,4.0,5.0,40.0,0.75,2.0,-0.33
846,4.0,5.0,50.0,0.25,0.0,-0.71
847,4.0,5.0,50.0,0.25,1.0,0.16
848,4.0,5.0,50.0,0.25,2.0,-0.7
849,4.0,5.0,50.0,0.5,0.0,-0.21
850,4.0,5.0,50.0,0.5,1.0,0.36
851,4.0,5.0,50.0,0.5,2.0,-0.37
852,4.0,5.0,50.0,0.75,0.0,0.27
853,4.0,5.0,50.0,0.75,1.0,-0.66
854,4.0,5.0,50.0,0.75,2.0,-0.56
855,4.0,5.0,60.0,0.25,0.0,-2.21
856,4.0,5.0,60.0,0.25,1.0,0.82
857,4.0,5.0,60.0,0.25,2.0,0.05
858,4.0,5.0,60.0,0.5,0.0,-1.8
859,4.0,5.0,60.0,0.5,1.0,1.11
860,4.0,5.0,60.0,0.5,2.0,-0.98
861,4.0,5.0,60.0,0.75,0.0,-2.83
862,4.0,5.0,60.0,0.75,1.0,0.55
863,4.0,5.0,60.0,0.75,2.0,-0.09
864,4.0,5.0,70.0,0.25,0.0,3.0
865,4.0,5.0,70.0,0.25,1.0,1.71
866,4.0,5.0,70.0,0.25,2.0,1.86
867,4.0,5.0,70.0,0.5,0.0,3.0
868,4.0,5.0,70.0,0.5,1.0,1.81
869,4.0,5.0,70.0,0.5,2.0,1.82
870,4.0,5.0,70.0,0.75,0.0,3.0
871,4.0,5.0,70.0,0.75,1.0,0.85
872,4.0,5.0,70.0,0.75,2.0,0.89
873,4.0,5.0,80.0,0.25,0.0,3.0
874,4.0,5.0,80.0,0.25,1.0,2.79
875,4.0,5.0,80.0,0.25,2.0,2.28
876,4.0,5.0,80.0,0.5,0.0,3.0
877,4.0,5.0,80.0,0.5,1.0,1.62
878,4.0,5.0,80.0,0.5,2.0,2.1
879,4.0,5.0,80.0,0.75,0.0,3.0
880,4.0,5.0,80.0,0.75,1.0,2.54
881,4.0,5.0,80.0,0.75,2.0,2.1
882,4.0,5.0,90.0,0.25,0.0,3.0
883,4.0,5.0,90.0,0.25,1.0,3.28
884,4.0,5.0,90.0,0.25,2.0,2.1
885,4.0,5.0,90.0,0.5,0.0,3.0
886,4.0,5.0,90.0,0.5,1.0,2.38
887,4.0,5.0,90.0,0.5,2.0,2.84
888,4.0,5.0,90.0,0.75,0.0,3.0
889,4.0,5.0,90.0,0.75,1.0,1.51
890,4.0,5.0,90.0,0.75,2.0,2.51
891,4.0,10.0,10.0,0.25,0.0,-2.47
892,4.0,10.0,10.0,0.25,1.0,-2.54
893,4.0,10.0,10.0,0.25,2.0,-2.47
894,4.0,10.0,10.0,0.5,0.0,-2.61
895,4.0,10.0,10.0,0.5,1.0,-2.9
896,4.0,10.0,10.0,0.5,2.0,-3.41
897,4.0,10.0,10.0,0.75,0.0,-3.39
898,4.0,10.0,10.0,0.75,1.0,-0.86
899,4.0,10.0,10.0,0.75,2.0,-2.89
900,4.0,10.0,20.0,0.25,0.0,-2.96
901,4.0,10.0,20.0,0.25,1.0,-2.05
902,4.0,10.0,20.0,0.25,2.0,-1.49
903,4.0,10.0,20.0,0.5,0.0,-0.89
904,4.0,10.0,20.0,0.5,1.0,-2.66
905,4.0,10.0,20.0,0.5,2.0,-1.91
906,4.0,10.0,20.0,0.75,0.0,-2.35
907,4.0,10.0,20.0,0.75,1.0,-3.28
908,4.0,10.0,20.0,0.75,2.0,-2.65
909,4.0,10.0,30.0,0.25,0.0,-1.03
910,4.0,10.0,30.0,0.25,1.0,-1.48
911,4.0,10.0,30.0,0.25,2.0,-1.87
912,4.0,10.0,30.0,0.5,0.0,-1.06
913,4.0,10.0,30.0,0.5,1.0,-1.66
914,4.0,10.0,30.0,0.5,2.0,-1.17
915,4.0,10.0,30.0,0.75,0.0,-2.45
916,4.0,10.0,30.0,0.75,1.0,-2.03
917,4.0,10.0,30.0,0.75,2.0,-2.19
918,4.0,10.0,40.0,0.25,0.0,-0.54
919,4.0,10.0,40.0,0.25,1.0,-0.69
920,4.0,10.0,40.0,0.25,2.0,-0.99
921,4.0,10.0,40.0,0.5,0.0,-0.61
922,4.0,10.0,40.0,0.5,1.0,-0.64
923,4.0,10.0,40.0,0.5,2.0,-0.66
924,4.0,10.0,40.0,0.75,0.0,-1.58
925,4.0,10.0,40.0,0.75,1.0,-0.86
926,4.0,10.0,40.0,0.75,2.0,0.13
927,4.0,10.0,50.0,0.25,0.0,-0.12
928,4.0,10.0,50.0,0.25,1.0,0.75
929,4.0,10.0,50.0,0.25,2.0,-0.37
930,4.0,10.0,50.0,0.5,0.0,-0.86
931,4.0,10.0,50.0,0.5,1.0,-0.73
932,4.0,10.0,50.0,0.5,2.0,-1.73
933,4.0,10.0,50.0,0.75,0.0,-0.2
934,4.0,10.0,50.0,0.75,1.0,0.07
935,4.0,10.0,50.0,0.75,2.0,-0.51
936,4.0,10.0,60.0,0.25,0.0,-1.6
937,4.0,10.0,60.0,0.25,1.0,-1.45
938,4.0,10.0,60.0,0.25,2.0,-0.98
939,4.0,10.0,60.0,0.5,0.0,-2.1
940,4.0,10.0,60.0,0.5,1.0,-2.03
941,4.0,10.0,60.0,0.5,2.0,0.19
942,4.0,10.0,60.0,0.75,0.0,-2.2
943,4.0,10.0,60.0,0.75,1.0,-2.57
944,4.0,10.0,60.0,0.75,2.0,0.1
945,4.0,10.0,70.0,0.25,0.0,3.0
946,4.0,10.0,70.0,0.25,1.0,3.0
947,4.0,10.0,70.0,0.25,2.0,-0.84
948,4.0,10.0,70.0,0.5,0.0,3.0
949,4.0,10.0,70.0,0.5,1.0,3.0
950,4.0,10.0,70.0,0.5,2.0,-0.19
951,4.0,10.0,70.0,0.75,0.0,3.0
952,4.0,10.0,70.0,0.75,1.0,3.0
953,4.0,10.0,70.0,0.75,2.0,0.1
954,4.0,10.0,80.0,0.25,0.0,3.0
955,4.0,10.0,80.0,0.25,1.0,3.0
956,4.0,10.0,80.0,0.25,2.0,0.42
957,4.0,10.0,80.0,0.5,0.0,3.0
958,4.0,10.0,80.0,0.5,1.0,3.0
959,4.0,10.0,80.0,0.5,2.0,2.05
960,4.0,10.0,80.0,0.75,0.0,3.0
961,4.0,10.0,80.0,0.75,1.0,3.0
962,4.0,10.0,80.0,0.75,2.0,0.23
963,4.0,10.0,90.0,0.25,0.0,3.0
964,4.0,10.0,90.0,0.25,1.0,3.0
965,4.0,10.0,90.0,0.25,2.0,1.9
966,4.0,10.0,90.0,0.5,0.0,3.0
967,4.0,10.0,90.0,0.5,1.0,3.0
968,4.0,10.0,90.0,0.5,2.0,1.9
969,4.0,10.0,90.0,0.75,0.0,3.0
970,4.0,10.0,90.0,0.75,1.0,3.0
971,4.0,10.0,90.0,0.75,2.0,0.26
